"","DC1","DC2","DC3","DS1","DS2","DS3","SC1","SC2","SC3","SS1","SS2","SS3","U1","U2","U3"
"Otu00400",18,6,11,30,21,23,13,21,13,14,14,21,4,8,6
"Otu00449",21,15,19,21,20,12,18,18,14,11,10,20,2,10,12
"Otu00335",19,23,9,13,15,13,21,17,26,7,11,8,7,20,13
"Otu00354",8,3,11,21,7,20,18,5,13,8,7,7,31,36,27
"Otu00361",29,20,19,30,6,10,11,20,15,15,15,18,7,3,4
"Otu00377",9,14,14,7,9,17,17,12,34,13,13,11,22,22,8
"Otu00398",11,11,12,29,20,11,15,8,15,20,14,26,13,3,14
"Otu00369",24,16,39,26,9,11,13,10,13,11,7,7,7,14,14
"Otu00441",13,15,5,12,12,18,17,17,29,15,9,19,10,10,19
"Otu00339",8,3,7,45,8,11,11,2,10,5,9,2,52,24,22
"Otu00350",19,17,10,5,17,16,25,28,22,15,18,12,6,4,5
"Otu00411",16,13,7,9,21,19,17,15,13,19,8,16,10,15,21
"Otu00447",18,21,27,16,21,14,14,7,15,10,19,13,10,5,9
"Otu00391",17,11,25,16,14,7,15,9,11,22,14,17,12,12,16
"Otu00414",24,4,5,10,5,19,7,81,20,4,5,23,5,5,1
"Otu00474",17,18,14,19,23,15,12,15,19,18,22,19,5,0,2
"Otu00343",5,14,21,9,14,4,11,3,20,12,10,16,13,27,38
"Otu00425",19,24,13,18,8,10,14,9,17,12,23,18,6,16,10
"Otu00329",1,2,1,8,26,10,8,6,2,8,9,17,86,14,18
"Otu00297",6,1,2,5,3,5,5,6,11,11,13,3,60,53,31
"Otu00347",18,36,35,25,9,13,9,5,15,8,8,9,6,6,13
"Otu00408",10,7,16,27,22,8,25,19,15,9,10,23,8,6,10
"Otu00423",19,21,20,37,20,13,4,5,12,5,18,8,9,15,9
"Otu00360",8,12,3,21,6,6,20,19,32,27,16,14,18,6,6
"Otu00373",9,9,9,6,5,10,15,3,22,15,15,21,26,30,18
"Otu00376",2,9,5,6,7,15,3,11,13,14,8,10,26,43,41
"Otu00296",3,1,2,0,4,6,17,13,6,10,4,4,87,38,17
"Otu00336",7,3,5,13,20,23,29,8,21,20,16,16,11,11,9
"Otu00358",16,38,42,12,16,6,10,4,9,8,16,8,11,2,14
"Otu00396",11,15,15,10,16,15,13,10,27,25,14,11,10,11,9
"Otu00426",4,4,2,27,18,20,17,19,13,10,21,23,15,12,7
"Otu00384",9,7,16,3,16,45,8,13,27,14,18,30,1,1,3
"Otu00387",6,20,6,24,38,4,15,21,2,5,4,14,11,23,18
"Otu00399",13,9,5,20,17,24,18,7,13,17,25,19,14,5,5
"Otu00357",3,6,14,16,23,6,29,12,15,22,24,14,15,5,6
"Otu00418",16,11,16,34,17,19,6,9,14,9,13,15,14,12,5
"Otu00393",24,13,4,16,19,22,16,13,17,11,16,15,8,9,6
"Otu00406",20,13,14,19,13,11,14,18,9,21,11,17,11,10,8
"Otu00368",8,13,12,13,9,9,22,21,24,15,15,13,8,16,10
"Otu00372",2,6,7,16,7,15,16,4,15,12,7,10,27,43,20
"Otu00409",9,5,4,32,22,25,11,11,23,12,13,13,5,6,16
"Otu00438",19,14,19,17,10,7,15,21,13,18,15,17,6,8,8
"Otu00407",20,22,8,10,22,18,17,14,14,21,17,9,4,7,3
"Otu00437",14,14,14,17,26,10,13,15,21,7,15,15,3,9,13
"Otu00371",2,5,0,6,1,0,2,0,0,0,0,0,32,86,71
"Otu00385",31,23,20,17,17,12,10,7,1,6,19,9,5,16,12
"Otu00419",21,18,14,23,13,6,15,5,4,5,6,11,21,33,10
"Otu00431",24,29,33,11,5,9,9,10,18,8,12,16,3,11,7
"Otu00433",7,9,8,25,10,16,15,16,14,14,15,15,15,14,12
"Otu00480",6,17,31,25,8,14,9,5,12,11,17,9,14,16,11
"Otu00380",12,12,12,3,2,1,5,7,5,3,4,2,38,52,46
"Otu00421",14,22,12,7,16,12,14,13,10,5,17,14,10,17,21
"Otu00424",9,26,57,11,12,10,13,7,12,11,11,8,4,6,7
"Otu00378",13,26,26,12,29,6,5,7,11,13,11,12,9,6,16
"Otu00395",8,10,22,20,15,17,18,13,9,11,15,16,10,8,10
"Otu00469",9,19,19,22,21,15,12,5,14,12,14,6,15,8,11
"Otu00470",12,8,13,31,11,18,16,7,5,11,15,19,7,17,12
"Otu00478",12,8,22,25,8,15,10,6,20,11,17,4,13,20,11
"Otu00370",15,13,9,13,10,19,12,24,24,13,13,17,4,9,6
"Otu00422",13,20,15,17,12,16,7,9,14,11,13,12,9,21,12
"Otu00427",24,14,11,23,16,12,10,14,15,13,12,15,5,8,9
"Otu00472",1,6,8,10,14,18,12,15,14,12,24,27,24,8,8
"Otu00494",11,17,14,23,11,16,16,9,15,11,20,13,8,7,10
"Otu00446",44,2,2,0,1,4,5,112,10,11,0,8,0,0,1
"Otu00428",13,10,26,22,16,15,16,13,16,8,3,17,5,5,14
"Otu00432",12,13,13,12,16,20,17,18,16,29,8,18,2,3,2
"Otu00436",14,5,10,28,13,13,16,17,8,9,16,27,5,7,11
"Otu00451",10,23,22,12,21,5,14,9,9,12,22,16,6,10,8
"Otu00420",7,22,42,6,20,20,9,7,9,6,14,8,7,9,12
"Otu00448",20,9,12,25,9,13,16,8,12,14,16,16,4,9,15
"Otu00459",78,17,3,18,3,6,15,46,4,1,2,5,0,0,0
"Otu00466",19,22,28,16,13,6,12,15,16,13,7,6,6,14,5
"Otu00367",2,13,10,8,3,4,1,3,9,5,2,1,41,50,45
"Otu00434",16,13,6,20,15,21,4,9,11,12,19,9,28,4,10
"Otu00457",11,20,29,22,14,7,8,4,8,13,12,10,9,14,16
"Otu00464",13,38,8,8,8,7,19,17,32,7,11,7,9,8,5
"Otu00415",8,11,4,22,15,18,11,11,5,14,12,9,18,24,14
"Otu00477",15,28,15,8,11,12,15,18,19,20,13,16,1,3,2
"Otu00528",7,24,14,44,11,12,13,11,19,9,13,7,3,5,4
"Otu00605",13,10,16,11,7,8,9,50,37,5,1,17,3,6,2
"Otu00363",13,16,19,23,14,10,10,5,11,7,14,8,12,17,15
"Otu00429",9,2,12,1,4,4,7,3,11,8,7,7,30,59,30
"Otu00440",5,174,0,3,0,3,1,0,0,0,0,0,0,0,8
"Otu00442",8,8,12,13,8,9,16,11,15,11,17,16,12,18,20
"Otu00443",7,10,10,17,9,19,24,7,23,12,12,14,15,9,6
"Otu00476",8,14,5,23,13,14,16,9,14,15,16,23,8,8,8
"Otu00482",5,12,19,15,13,20,1,3,14,12,9,3,19,16,33
"Otu00484",15,10,10,35,10,14,12,18,9,7,8,20,7,9,10
"Otu00485",10,6,3,19,26,19,22,10,9,23,10,22,6,3,6
"Otu00516",17,20,11,20,11,14,5,2,17,7,6,4,23,24,13
"Otu00386",7,19,19,5,3,6,6,6,11,10,7,15,27,22,30
"Otu00486",5,17,16,14,14,15,10,8,8,22,16,13,6,13,16
"Otu00499",10,8,16,34,17,21,11,4,5,12,9,11,5,13,17
"Otu00413",18,9,3,6,14,14,14,1,11,21,15,14,27,14,11
"Otu00461",11,10,9,17,18,17,11,12,16,17,10,11,14,12,7
"Otu00498",14,11,20,20,10,17,22,7,10,8,16,22,4,4,7
"Otu00512",12,9,19,10,18,13,21,17,16,9,4,19,13,7,5
"Otu00695",8,1,0,97,0,0,20,62,3,1,0,0,0,0,0
"Otu00435",10,23,18,12,15,9,6,7,12,17,10,10,13,12,17
"Otu00430",18,14,13,9,13,12,22,9,19,6,9,15,9,6,16
"Otu00503",16,25,41,7,13,13,6,11,12,11,16,11,2,4,2
"Otu00561",22,22,22,15,14,6,15,16,5,12,12,8,8,3,10
"Otu00779",0,0,0,13,0,0,1,12,164,0,0,0,0,0,0
"Otu00417",21,24,10,5,24,16,8,3,13,14,16,16,7,7,5
"Otu00445",11,18,25,10,14,13,7,9,12,16,10,10,12,10,12
"Otu00501",13,15,15,5,11,14,17,12,10,10,15,15,11,6,20
"Otu00526",51,6,24,0,0,34,16,27,13,9,0,9,0,0,0
"Otu00439",23,25,5,9,10,12,14,12,13,18,10,25,4,3,5
"Otu00496",13,27,39,12,9,5,9,11,5,8,14,6,5,7,17
"Otu00509",56,15,6,20,11,12,8,17,8,13,10,6,1,0,4
"Otu00557",7,13,14,16,16,13,22,14,17,21,13,15,0,2,4
"Otu00687",18,1,3,1,0,4,2,31,114,3,6,3,1,0,0
"Otu00450",5,12,8,7,8,21,11,7,18,16,22,24,10,13,4
"Otu00479",13,34,32,15,18,11,8,7,12,4,9,12,3,2,6
"Otu00490",21,15,21,9,7,13,10,13,13,12,7,15,11,13,6
"Otu00508",7,3,3,11,22,14,9,21,19,20,17,20,4,4,12
"Otu00515",17,20,20,16,17,14,9,6,15,11,14,12,5,5,5
"Otu00455",13,8,7,17,6,13,7,9,12,16,14,7,18,27,11
"Otu00473",13,6,8,7,11,12,5,8,12,17,11,12,16,25,22
"Otu00492",12,16,12,14,13,18,24,10,4,8,17,18,8,6,5
"Otu00510",18,16,44,10,11,5,9,6,5,10,11,11,5,8,15
"Otu00521",14,22,15,14,16,8,10,7,10,14,14,5,9,9,17
"Otu00454",13,20,13,16,11,15,15,18,9,4,10,12,7,12,8
"Otu00460",20,16,11,12,10,18,11,10,15,14,12,11,9,9,5
"Otu00519",8,12,14,7,15,11,14,15,16,6,22,15,9,12,7
"Otu00458",11,14,6,4,13,14,21,7,14,20,9,17,13,12,7
"Otu00481",14,23,30,12,10,9,7,4,9,3,11,5,8,10,27
"Otu00502",3,6,8,11,8,6,1,3,2,6,8,1,43,37,39
"Otu00535",9,13,9,9,15,13,10,7,15,19,8,24,12,8,11
"Otu00538",9,7,29,5,15,23,9,6,20,9,17,9,6,5,13
"Otu00753",10,3,0,95,0,0,16,58,0,0,0,0,0,0,0
"Otu00558",13,16,11,29,22,22,8,5,12,3,11,5,7,10,7
"Otu00491",17,15,24,8,13,13,15,8,17,8,10,18,2,5,7
"Otu00522",10,16,23,13,13,13,7,16,10,8,13,20,4,9,5
"Otu00533",21,24,35,6,9,13,8,6,11,9,6,5,11,11,5
"Otu00534",3,8,7,24,15,10,22,17,16,14,13,18,6,4,3
"Otu00537",13,11,12,17,12,10,12,12,12,19,18,16,9,3,4
"Otu00560",8,5,0,3,1,1,17,138,2,1,1,1,0,1,1
"Otu00579",10,12,11,14,9,15,7,6,17,13,19,19,9,10,9
"Otu00602",5,1,0,48,17,13,29,22,0,4,4,6,11,5,15
"Otu00453",6,16,11,4,16,20,6,14,9,24,13,16,7,7,10
"Otu00467",7,17,8,13,6,7,5,5,8,3,4,2,30,22,42
"Otu00475",11,18,10,11,9,28,7,11,18,8,18,7,5,8,10
"Otu00507",11,4,3,8,29,21,5,7,8,18,20,20,6,1,18
"Otu00471",10,17,13,16,22,8,11,7,8,11,5,19,13,6,12
"Otu00493",7,30,43,18,16,6,9,4,8,4,11,3,2,7,10
"Otu00551",6,5,5,16,7,11,10,12,9,27,13,25,8,14,10
"Otu00530",10,12,16,15,14,12,9,8,17,14,8,11,3,13,15
"Otu00536",4,7,7,10,26,16,18,11,12,19,13,24,7,2,1
"Otu00546",9,13,6,10,14,11,10,18,7,18,12,20,14,7,8
"Otu00573",6,4,5,15,21,14,11,12,14,9,14,26,11,10,5
"Otu00583",8,12,9,18,19,17,19,7,6,13,15,16,9,4,5
"Otu00505",15,9,5,13,20,12,15,13,14,14,17,13,12,2,2
"Otu00511",8,10,11,4,9,13,12,7,10,26,20,13,9,5,17
"Otu00588",9,13,6,19,2,41,8,10,15,6,12,19,4,5,5
"Otu00504",27,12,14,33,8,10,4,1,9,9,27,7,6,0,6
"Otu00597",11,16,10,19,18,21,5,10,19,15,13,9,3,2,2
"Otu00617",15,18,10,25,12,23,6,9,11,14,7,10,5,4,4
"Otu00506",0,0,0,1,0,24,0,0,1,48,2,1,45,41,9
"Otu00527",6,7,4,20,14,11,5,8,8,16,12,13,11,17,18
"Otu00543",66,24,4,3,2,6,4,9,40,3,3,1,2,2,1
"Otu00567",15,16,15,3,9,13,6,15,8,12,12,17,2,15,12
"Otu00497",12,6,24,16,23,7,11,8,13,12,5,23,2,2,5
"Otu00568",6,15,24,20,13,10,9,7,9,14,24,11,2,3,2
"Otu00589",8,5,10,13,16,17,9,13,11,18,10,12,11,3,13
"Otu00656",17,9,30,20,3,12,8,7,9,16,18,10,4,1,5
"Otu00444",2,2,3,4,0,0,0,0,0,1,0,0,49,57,50
"Otu00544",8,3,16,15,18,18,9,6,10,17,13,12,12,5,6
"Otu00599",8,15,15,4,11,6,3,4,6,17,7,14,7,30,21
"Otu00668",35,48,5,3,0,3,11,24,24,7,0,6,0,1,1
"Otu00500",8,8,2,15,11,9,14,10,10,10,14,6,27,15,8
"Otu00542",13,12,13,12,14,15,12,11,8,16,13,12,3,7,6
"Otu00569",5,12,11,6,7,14,5,4,10,9,4,13,18,26,23
"Otu00580",1,2,1,10,9,8,7,12,27,18,10,5,20,19,18
"Otu00616",16,15,17,22,7,5,8,24,14,7,11,13,6,2,0
"Otu00662",8,13,20,9,10,7,5,12,13,10,9,10,8,10,23
"Otu00468",6,10,2,16,18,5,19,13,14,17,14,12,10,4,6
"Otu00520",19,12,11,4,7,14,17,13,20,7,21,10,4,4,3
"Otu00532",18,11,14,11,5,8,7,0,14,9,12,6,19,20,12
"Otu00571",22,15,26,10,10,4,8,17,5,8,13,12,7,1,8
"Otu00624",7,2,13,2,11,14,12,6,15,25,20,6,16,11,6
"Otu00646",13,8,8,29,10,12,17,15,12,11,17,10,0,2,2
"Otu00456",7,5,7,9,2,8,7,0,9,16,13,10,14,31,27
"Otu00539",16,7,7,17,15,11,16,9,13,12,5,11,14,6,6
"Otu00576",13,13,14,15,13,5,8,13,6,18,18,15,3,2,9
"Otu00591",5,0,2,2,1,1,23,123,0,0,3,2,0,0,3
"Otu00594",17,15,14,11,12,16,5,9,19,9,11,12,5,5,5
"Otu00600",15,11,10,17,14,16,13,27,12,10,3,8,2,4,3
"Otu00626",9,9,3,16,13,14,11,15,9,22,10,18,6,3,7
"Otu00518",13,19,18,7,18,9,5,3,14,19,12,15,2,2,8
"Otu00541",8,20,18,21,14,15,8,0,13,7,8,12,6,4,10
"Otu00545",5,7,10,4,6,16,7,7,8,16,13,10,17,22,16
"Otu00570",10,13,21,8,13,20,4,17,12,15,10,15,0,4,2
"Otu00598",5,12,24,11,15,20,15,13,12,13,9,10,1,2,2
"Otu00638",33,13,9,9,3,3,15,17,29,10,5,9,2,3,4
"Otu00654",15,20,4,7,7,10,27,60,5,2,2,4,0,1,0
"Otu00462",1,2,0,3,2,2,4,4,3,4,1,3,24,51,59
"Otu00495",7,8,6,4,13,14,6,8,9,15,6,7,21,26,13
"Otu00564",4,8,7,5,17,10,8,5,14,10,11,9,19,14,22
"Otu00581",8,22,26,10,11,11,7,2,13,12,14,10,2,14,1
"Otu00601",8,14,19,10,15,20,10,6,10,13,7,7,11,7,6
"Otu00627",17,18,22,10,9,15,3,12,14,8,10,9,3,4,9
"Otu00636",25,21,1,8,3,8,7,80,2,1,1,2,0,1,3
"Otu00523",10,5,4,9,11,11,10,16,12,9,28,12,9,7,9
"Otu00524",11,7,8,7,6,11,10,1,9,5,5,7,15,37,23
"Otu00615",8,16,18,17,12,15,7,5,8,10,13,11,9,6,7
"Otu00618",7,26,35,18,12,9,4,2,8,11,8,5,7,5,5
"Otu00578",8,18,16,10,10,6,6,8,11,8,6,8,15,14,17
"Otu00844",8,2,0,77,0,0,27,35,2,3,1,0,1,1,4
"Otu00402",0,2,1,3,5,2,3,1,6,2,0,3,39,49,44
"Otu00517",9,18,7,16,23,13,7,6,4,11,25,5,5,6,5
"Otu00565",13,17,18,6,9,7,1,3,6,6,12,10,16,17,19
"Otu00574",10,17,10,8,7,24,7,7,15,18,5,19,4,1,8
"Otu00582",12,12,18,16,11,13,11,7,10,15,10,15,2,1,7
"Otu00596",19,13,16,9,10,4,11,9,12,12,5,8,6,15,11
"Otu00609",12,11,14,4,16,6,4,14,26,9,7,16,5,8,8
"Otu00651",7,8,9,17,7,8,8,15,11,18,13,12,9,10,8
"Otu00688",21,15,7,5,5,9,1,3,2,4,5,5,3,5,70
"Otu00513",12,19,12,9,12,9,8,10,14,7,7,15,10,11,4
"Otu00531",11,18,4,3,19,18,10,15,4,3,11,12,10,11,10
"Otu00585",12,13,10,10,6,12,12,12,10,8,13,16,8,11,6
"Otu00592",18,14,11,17,10,16,13,10,6,8,13,10,3,6,4
"Otu00640",37,17,21,5,8,7,10,17,9,11,4,9,0,1,3
"Otu00488",9,11,4,9,9,9,15,8,7,10,15,10,7,14,21
"Otu00644",10,7,22,12,16,12,5,10,8,12,18,20,2,3,1
"Otu00514",11,6,3,11,15,25,9,3,6,8,23,9,9,10,9
"Otu00549",6,12,9,10,29,11,8,12,9,13,13,14,2,5,4
"Otu00559",4,5,11,11,19,14,9,10,4,15,7,7,15,13,13
"Otu00572",3,6,4,10,16,14,6,10,5,24,8,17,12,7,15
"Otu00632",6,6,7,11,6,9,10,9,8,8,12,12,16,18,19
"Otu00643",5,9,23,7,16,8,8,3,12,11,6,8,18,7,16
"Otu00647",23,22,11,8,8,12,9,12,2,14,19,17,0,0,0
"Otu00696",11,10,10,15,7,9,21,11,5,20,12,12,3,5,6
"Otu00548",5,8,6,3,14,7,6,6,3,10,15,9,25,17,22
"Otu00611",5,13,20,9,8,8,13,7,14,26,10,12,6,5,0
"Otu00631",10,17,3,30,9,19,8,6,7,4,8,7,5,8,15
"Otu00669",7,22,12,3,13,11,15,8,10,17,7,19,6,3,3
"Otu00707",33,12,11,0,0,0,5,70,14,0,3,6,0,0,2
"Otu00733",15,9,14,16,23,13,8,6,12,8,10,14,4,4,0
"Otu00529",16,19,8,8,16,10,9,5,7,7,15,11,4,13,7
"Otu00540",10,16,28,0,15,14,9,6,9,11,17,11,1,3,5
"Otu00553",17,19,5,7,15,5,4,17,6,4,11,12,12,16,5
"Otu00577",12,18,17,8,12,5,11,9,12,7,5,18,2,6,13
"Otu00612",19,9,8,14,6,11,11,14,18,4,8,6,10,9,8
"Otu00620",1,4,9,11,13,10,13,12,13,7,11,21,11,12,7
"Otu00637",14,7,18,10,12,16,7,10,10,14,12,16,2,5,2
"Otu00652",12,37,38,9,5,12,5,0,5,6,7,4,3,11,1
"Otu00769",53,23,0,7,1,1,16,52,1,0,0,0,0,0,1
"Otu00483",7,13,12,9,13,9,4,9,13,9,18,6,8,15,9
"Otu00586",14,18,32,11,13,7,6,3,4,5,12,3,6,7,13
"Otu00604",6,14,24,14,13,4,7,6,13,10,10,17,3,5,8
"Otu00607",7,13,12,17,12,12,5,4,12,10,6,10,13,5,16
"Otu00613",7,8,15,4,8,15,6,13,18,11,13,10,8,12,6
"Otu00614",7,11,11,21,7,5,11,18,8,7,13,18,7,6,4
"Otu00641",18,29,23,6,2,7,6,6,9,9,9,7,9,9,5
"Otu00729",12,16,22,12,14,12,8,8,12,4,8,6,5,8,7
"Otu00575",8,6,5,13,12,15,11,7,12,12,19,19,8,3,3
"Otu00590",4,6,7,2,4,9,5,6,10,4,4,6,42,29,15
"Otu00595",7,11,11,23,7,8,1,2,7,10,11,10,12,18,15
"Otu00655",16,18,18,16,5,8,5,11,4,8,7,5,11,13,8
"Otu00704",20,3,14,16,8,10,16,13,13,11,11,11,2,3,2
"Otu00865",12,7,0,70,0,1,14,48,1,0,0,0,0,0,0
"Otu00554",10,10,1,2,7,3,2,2,4,7,5,2,29,39,29
"Otu00621",15,8,9,11,14,15,6,12,24,6,9,12,2,7,2
"Otu00625",25,12,6,16,13,15,5,3,12,14,13,3,9,4,2
"Otu00635",15,14,26,9,10,3,8,5,11,17,8,8,12,2,4
"Otu00666",10,13,16,14,15,11,20,9,7,21,9,7,0,0,0
"Otu00679",12,8,15,7,13,16,4,13,8,7,6,9,9,17,8
"Otu00725",3,3,0,11,6,19,8,2,6,19,41,30,3,1,0
"Otu00489",9,10,4,9,10,11,9,7,14,11,11,6,15,17,8
"Otu00629",10,14,10,12,17,10,3,5,12,7,13,13,5,10,10
"Otu00653",13,10,14,19,16,21,5,8,8,8,7,9,4,6,3
"Otu00634",8,9,15,15,3,4,4,3,9,10,11,3,12,20,24
"Otu00645",13,13,14,9,9,9,12,19,8,8,2,15,1,9,9
"Otu00674",4,5,13,0,5,10,38,11,8,13,8,8,11,3,13
"Otu00719",3,3,0,39,10,10,17,12,5,4,7,6,10,9,15
"Otu00566",9,16,16,15,13,7,8,11,4,8,10,2,7,9,14
"Otu00642",9,8,9,11,14,11,16,9,8,14,8,23,5,3,1
"Otu00706",7,4,10,8,12,8,11,4,9,10,17,3,17,16,13
"Otu00593",14,9,5,1,6,16,13,6,8,19,18,26,3,1,3
"Otu00619",13,13,7,14,10,8,9,8,7,14,14,6,10,6,9
"Otu00650",15,7,15,8,10,13,12,10,14,7,8,20,4,2,3
"Otu00672",6,4,5,3,11,19,17,15,10,13,20,4,11,3,7
"Otu00741",92,38,0,3,0,0,2,10,0,0,0,0,0,3,0
"Otu00790",8,0,8,5,12,18,8,11,14,10,12,16,8,9,9
"Otu00670",9,5,17,9,13,16,7,4,11,10,9,3,14,16,4
"Otu00671",5,8,4,7,14,20,8,18,9,10,14,10,8,4,8
"Otu00694",13,19,25,16,11,5,7,7,15,4,15,6,1,3,0
"Otu00698",4,6,16,6,13,16,11,14,15,10,5,19,3,5,4
"Otu00701",20,24,30,12,12,7,5,2,4,4,7,5,1,7,7
"Otu00709",22,24,18,16,12,6,6,4,8,1,9,8,4,4,5
"Otu00715",12,13,9,9,6,11,13,15,8,23,11,11,4,1,1
"Otu00487",3,1,2,0,0,1,0,0,0,3,1,1,37,44,53
"Otu00550",3,5,1,16,12,13,10,7,5,10,7,8,9,22,18
"Otu00563",0,4,2,0,7,2,1,4,4,6,3,2,43,33,35
"Otu00603",16,9,10,11,4,18,13,17,3,9,14,5,5,6,6
"Otu00660",12,10,12,2,7,9,9,4,9,16,6,14,9,17,10
"Otu00663",3,14,3,5,6,5,3,2,10,6,4,2,5,12,66
"Otu00665",14,14,8,12,13,9,5,7,9,6,13,9,18,4,5
"Otu00690",0,2,1,3,11,10,17,16,7,5,14,10,17,17,16
"Otu00752",9,9,10,23,11,15,6,6,12,3,4,6,11,16,5
"Otu00622",14,4,4,16,5,4,13,14,3,11,6,13,8,15,15
"Otu00692",8,13,5,17,14,19,1,8,9,6,7,4,7,14,13
"Otu00525",15,6,5,3,14,4,8,5,11,8,11,2,9,25,18
"Otu00584",6,8,7,12,13,7,15,8,9,13,13,6,7,15,5
"Otu00639",9,5,10,5,5,8,6,3,11,4,5,14,9,29,21
"Otu00724",18,22,17,6,10,5,3,10,6,8,10,5,10,9,5
"Otu00587",16,15,20,2,10,6,6,11,11,3,12,10,3,8,10
"Otu00630",9,15,8,7,6,14,7,17,3,11,10,15,9,10,2
"Otu00673",8,13,15,13,13,7,6,3,12,12,11,8,6,5,11
"Otu00556",16,9,5,4,16,10,13,9,8,17,6,13,9,2,5
"Otu00610",12,11,13,14,12,9,7,12,14,11,4,9,4,7,3
"Otu00664",1,9,10,2,2,9,7,4,7,18,5,2,33,20,13
"Otu00675",30,25,5,16,13,1,2,1,9,3,9,6,5,7,9
"Otu00676",13,8,4,7,13,13,7,10,7,14,13,5,13,8,6
"Otu00684",17,18,13,14,10,9,4,8,9,6,14,10,3,6,0
"Otu00685",17,15,22,6,8,5,4,12,11,11,4,8,5,6,7
"Otu00703",7,7,7,10,15,7,15,9,15,7,14,16,2,3,7
"Otu00712",5,15,8,6,13,13,7,7,7,12,14,10,11,3,10
"Otu00863",23,11,8,36,9,12,3,3,4,8,10,6,1,4,3
"Otu00657",5,8,6,7,13,8,8,9,8,18,10,15,11,2,12
"Otu00713",1,3,6,8,12,11,10,8,17,11,8,14,9,13,9
"Otu00728",9,6,9,0,7,13,13,10,12,8,18,13,9,6,7
"Otu00785",7,11,7,12,10,14,18,11,7,12,7,12,4,3,5
"Otu00794",13,14,14,21,4,18,5,3,14,12,4,11,3,1,3
"Otu00648",29,13,8,5,9,14,4,9,12,5,10,13,3,2,3
"Otu00667",7,6,1,13,4,10,7,6,16,19,8,9,11,10,12
"Otu00681",12,9,8,7,10,16,12,12,6,5,11,8,9,10,4
"Otu00727",7,7,15,8,5,14,8,13,14,11,6,18,1,2,10
"Otu00758",4,13,19,19,3,10,10,8,10,15,9,7,2,5,5
"Otu00768",5,9,9,15,13,9,7,8,10,12,12,13,11,2,4
"Otu00678",10,4,5,2,2,13,5,5,6,14,7,2,42,13,8
"Otu00680",15,22,27,5,10,6,10,7,5,7,9,9,2,3,1
"Otu00757",8,6,12,10,24,9,11,8,6,5,8,17,4,5,5
"Otu00742",5,15,20,12,9,6,9,4,10,10,7,13,6,3,8
"Otu00658",6,16,8,11,0,5,6,5,11,7,2,6,21,19,13
"Otu00737",9,9,16,7,8,5,6,4,8,4,3,5,26,15,11
"Otu00815",5,9,11,9,6,10,11,9,15,14,8,19,4,4,2
"Otu00846",35,20,5,19,7,4,0,33,2,0,2,4,0,3,2
"Otu00633",11,13,11,12,9,5,8,7,7,19,14,6,7,2,4
"Otu00708",8,10,9,4,13,7,9,3,7,8,10,6,14,10,17
"Otu00722",10,13,16,5,6,9,8,10,9,7,2,10,9,16,5
"Otu00759",11,23,14,6,4,6,10,20,11,2,7,7,4,3,7
"Otu00784",8,4,16,3,6,14,6,15,9,13,8,11,4,8,10
"Otu00822",40,11,1,6,0,0,5,68,2,1,0,1,0,0,0
"Otu00562",0,0,1,0,0,5,1,3,0,4,0,0,37,68,15
"Otu00697",12,6,7,4,11,8,6,11,5,13,13,9,15,9,5
"Otu00702",17,10,16,7,10,17,3,7,6,9,16,10,2,0,4
"Otu00730",12,14,16,15,14,6,7,3,5,9,7,5,5,2,14
"Otu00755",6,11,7,5,14,18,6,4,5,11,5,15,10,8,9
"Otu00791",9,3,1,4,5,8,13,7,9,7,13,7,16,16,16
"Otu00628",1,6,4,4,4,6,1,10,6,11,3,9,27,23,18
"Otu00718",13,7,7,5,13,11,11,13,17,15,6,11,2,0,2
"Otu00738",11,19,4,7,10,6,8,16,7,20,15,8,0,1,1
"Otu00804",10,8,7,32,8,14,4,4,4,7,5,8,0,7,15
"Otu00823",4,8,5,13,8,16,11,24,18,3,5,8,5,3,2
"Otu00859",8,10,9,10,9,8,5,7,6,8,15,10,9,10,9
"Otu00705",12,12,9,2,12,4,11,14,11,8,15,7,7,7,1
"Otu00721",6,1,7,0,6,9,4,2,9,6,3,12,25,26,16
"Otu00736",28,15,10,6,5,10,9,16,11,7,4,10,0,0,1
"Otu00765",12,25,10,9,16,6,7,7,4,10,11,4,5,2,4
"Otu00803",12,5,9,6,18,6,16,6,11,7,9,16,4,2,5
"Otu00555",2,12,2,0,5,4,5,7,4,10,7,4,25,22,22
"Otu00608",8,9,3,10,9,9,3,8,3,8,8,7,28,15,3
"Otu00659",7,26,11,3,8,9,4,5,8,3,7,6,10,17,7
"Otu00682",18,8,7,10,11,6,9,5,2,10,11,8,14,4,8
"Otu00689",5,15,11,16,5,16,3,2,3,13,11,4,5,11,11
"Otu00691",14,2,4,2,0,27,4,5,32,5,11,20,4,0,1
"Otu00761",6,0,5,7,16,12,7,7,13,14,13,7,8,14,2
"Otu00763",8,14,14,4,10,4,4,9,11,14,11,18,3,3,4
"Otu00774",8,6,6,5,10,7,6,7,8,10,6,7,14,17,14
"Otu00792",3,3,7,6,13,9,9,12,11,20,11,14,4,6,3
"Otu00661",7,8,15,14,8,9,4,7,2,3,6,5,13,23,6
"Otu00726",12,2,3,1,12,9,15,15,8,11,11,16,3,2,10
"Otu00767",13,17,8,5,6,3,4,3,5,10,4,6,10,15,21
"Otu00781",4,11,20,10,9,11,5,9,11,4,15,10,2,2,7
